SKU;NOMBRE;MONTO;DSCTO;FECHA;ESTADO
0;REGISTRO AGORA;210;0;2022-12-31T22:36:29.434021Z;EXPIRED
10283234;ENSALADA FUSILLI 400G;2713;-1535;2022-12-31T22:38:41.571114Z;" ""FINALIZED"""
10283233;ENSALADA RUSA 400G;2713;-1535;2022-12-31T22:38:41.571114Z;FI NALIZED
10062456;PIERNA DE CERDO 500G;6289;-3872;2022-12-31T22:38:41.571114Z; FINALIZED
10062453;FILETE DE PECHUGA DE PAVO BOLSA 500G;8182;-5765;2022-12-31T22: 38:41.571114Z;FINALIZED
12726;TOMATE ITALIANO;366;-18;2022-12-31T22:38:41.571114Z;FINALIZED
10457718;SALSA CLÁSICA DE TOMATE POMAROLA DOYPACK 145G;441;-244;2022-12 -31T22:38:41.571114Z;FINALIZED
10536673;FIDEO SPAGHETTI DON VITTORIO BOLSA 950G;1198;-122;2022-12-31T2 2:38:41.571114Z;FINALIZED
10018027;FIDEOS CABELLO DE ÁNGEL SAN JORGE BOLSA 250G;315;-16;2022-12-3 1T22:38:41.571114Z;FINALIZED
10018047;FIDEOS CANUTO RAYADO SAN JORGE BOLSA 250G;315;-16;2022-12-31T2 2:38:41.571114Z;FINALIZED
10018034;FIDEOS CODO RAYADO SAN JORGE BOLSA 250G;315;-16;2022-12-31T22: 38:41.571114Z;FINALIZED
10689972;FIDEOS DON VITTORIO RIGATONI BOLSA 235G;504;-48;2022-12-31T22: 38:41.571114Z;FINALIZED
10689972;FIDEOS DON VITTORIO RIGATONI BOLSA 235G;504;-23;2022-12-31T22: 38:41.571114Z;FINALIZED
91862;PACK HOT DOG SUIZA PAQUETE 200G + 440G;3134;-155;2022-12-31T22:38 :41.571114Z;FINALIZED
2639;NUGGETS PECHUGA DE POLLO SAN FERNANDO CAJA 24UN;2503;-124;2022-12- 31T22:38:41.571114Z;FINALIZED
10151221;PECHUGA ESPECIAL DE POLLO EMPACADA AL VACÍO SAN FERNANDO;5837;-2 90;2022-12-31T22:38:41.571114Z;FINALIZED
48496;FILETE DE PECHUGA IMPORTADO SADIA BOLSA 1KG;4185;-416;2022-12-31T 22:38:41.571114Z;FINALIZED
10622891;CARNE MOLIDA ESPECIAL DE RES LA COLONIA X KG;3039;-151;2022-12 -31T22:38:41.571114Z;FINALIZED
49613;CARNE MOLIDA LIGHT DE RES EMPACADA AL VACÍO EL BUEN CORTE;4190;-208 ;2022-12-31T22:38:41.571114Z;FINALIZED
10219;PAPA BLANCA;313;-29;2022-12-31T22:38:41.571114Z;FINALIZED
12726;TOMATE ITALIANO;368;-18;2022-12-31T22:38:41.571114Z;FINALIZED
10219;PAPA BLANCA;315;-29;2022-12-31T22:38:41.571114Z;FINALIZED
0;REGISTRO AGORA;210;0;2022-12-31T22:39:24.291589Z;EXPIRED
130933;VENTILADOR 3 EN 1 ORANGE 16;22928;-2103;2022-12-31T22:39:33.9516 90Z;EXPIRED
10749391;APPLE IPHONE 13 6.1 MLPF3ZD 128GB SSD MEDIANOCHE;799119;0;2022 -12-31T22:39:54.481354Z;EXPIRED
5094;GASEOSA COCA COLA + INCA KOLA 2PACK BOTELLA 3L;4249;-5994;2022-12- 31T22:40:19.380875Z;FINALIZED
133083;COMPRESOR DE AIRE 1500W TC-AC 190/50/8 EINHELL;168069;0;2022-12- 31T22:40:45.146181Z;EXPIRED
10212318;NOTEBOOK ACER A315-57G-57MY 15.6'' INTEL CORE I5 8GB 512GB SSD;988 434;-4543560;2022-12-31T22:40:55.002026Z;FINALIZED
1000260834;AMAZON ECHO DOT 3 CON PARLANTE INTELIGENTE NEGRO COMPATIBLE CON AL EXA;35549;0;2022-12-31T22:41:13.878040Z;REJECT
10020839;LECHE GLORIA UHT ENTERA BOLSA 900ML PAQUETE 3UN;2608;-2305;202 2-12-31T22:41:16.651748Z;FINALIZED
10020839;LECHE GLORIA UHT ENTERA BOLSA 900ML PAQUETE 3UN;2608;-3075;202 2-12-31T22:41:16.651748Z;FINALIZED
10723768;LECHE GLORIA RECONSTITUIDA 6 PACK LATA 170G;2776;-717;2022-12- 31T22:41:16.651748Z;FINALIZED
69499;GARBANZO PRECOCIDO BOLSA 500G;1619;-109;2022-12-31T22:42:13.43471 0Z;FINALIZED
10020882;CHOCLO SERRANO PRECOCIDO CONGELADO GREEN FOOD BOLSA 400G;1745;-2 31;2022-12-31T22:42:13.434710Z;FINALIZED
10020880;MIX DE ARVEJA Y ZANAHORIA PRECOCIDA CONGELADA GREEN FOOD BOLSA 400G ;1388;-185;2022-12-31T22:42:13.434710Z;FINALIZED
10614795;ACEITE VEGETAL PRIMOR PREMIUM BOTELLA 900ML;2545;-864;2022-12- 31T22:42:13.434710Z;FINALIZED
573;ARROZ SUPERIOR COSTEÑO BOLSA 750G;820;-328;2022-12-31T22:42:13.4347 10Z;FINALIZED
224;SÓLIDO DE CABALLA CAMPOMAR EN ACEITE VEGETAL LATA 170G;1114;-227;20 22-12-31T22:42:13.434710Z;FINALIZED
10620436;GELATINA UMSHA SABOR A PIÑA BOLSA 120G;778;-52;2022-12-31T22:4 2:13.434710Z;FINALIZED
15485;DETERGENTE EN POLVO ARIEL CON DOWNY BOLSA 2KG;6920;-458;2022-12-3 1T22:42:13.434710Z;FINALIZED
41625;BEBIDA DE ALMENDRAS LAIVE CAJA 1L;2292;-151;2022-12-31T22:42:13.4 34710Z;FINALIZED
2964;LECHE FRESCA DANLAC BOTELLA 900ML;1325;-172;2022-12-31T22:42:13.43 4710Z;FINALIZED
3701;LECHE UHT GLORIA ENTERA PACK 3UN X 1L;3050;-201;2022-12-31T22:42:1 3.434710Z;FINALIZED
72546;TOSTADAS INTEGRALES LA FLORENCIA BOLSA 230G;1661;-328;2022-12-31T 22:42:13.434710Z;FINALIZED
10585194;MANTEQUILLA CON SAL LAIVE BARRA 180G;2503;-164;2022-12-31T22:4 2:13.434710Z;FINALIZED
3040;MERMELADA BELL'S FRESA FRASCO 350G;1093;-130;2022-12-31T22:42:13.4 34710Z;FINALIZED
12509;MANDARINA MALVACEA;839;-265;2022-12-31T22:42:13.434710Z;FINALIZ ED
58122;BIO BOLSA PLAZAVEA MEDIANA;21;0;2022-12-31T22:42:13.434710Z;FIN ALIZED
11622;BOLSA PARA CONGELAR ZIPLOC PAQUETE 20UN;3026;-492;2022-12-31T22:4 2:13.434710Z;FINALIZED
10125943;QUESO FRESCO BONLÉ BOLSA 400G;2692;-176;2022-12-31T22:42:13.43 4710Z;FINALIZED
11018;SHAMPOO PARA BEBÉ AMMENS MANZANILLA DOYPACK 400ML;4101;-742;2022- 12-31T22:42:13.434710Z;FINALIZED
48435;ACONDICIONADOR PARA BEBÉ JOHNSON'S BABY MANZANILLA FRASCO 400ML;5363 ;-353;2022-12-31T22:42:13.434710Z;FINALIZED
10614796;ACEITE DE SOYA SAO BOTELLA 900ML;1975;-5061;2022-12-31T22:43:0 6.074319Z;FINALIZED
